objid,ra,dec,u,g,r,i,z,class,redshift,pre_uv_mag,pre_uv_wave,pre_uv_source,pre_green_mag,pre_green_wave,pre_green_source,log_L_bolometric,intrinsic_color_index,rest_color_span_nm
1237648721755439201,152.253828170707,0.361969736009662,20.06239,18.55336,17.70838,17.19044,16.92092,GALAXY,0.1842353,-21.299304239046556,396.0361593679904,g,-22.14428423904656,521.011322665352,r,10.638226495618625,0.8449800000000032,124.97516329736163
1237654670273478816,152.342803810443,0.0133870449666522,18.6061,17.76335,17.58846,17.29353,17.32428,GALAXY,0.09199307,-19.562384970505587,325.09363818581744,u,-20.40513497050559,429.4899050961926,g,10.113336388202235,0.8427500000000023,104.39626691037518
1237648721218633899,152.289487026633,-0.0630713146608052,19.45274,17.62178,16.68552,16.27155,15.9206,GALAXY,0.09546287,-18.80303074162142,324.0639274245781,u,-20.633990741621417,428.1295266538792,g,10.358133096648569,1.8309599999999975,104.06559922930114
1237654669737066627,153.312942829943,-0.409910194635096,19.74253,17.71748,16.69917,16.26457,15.91157,GALAXY,0.1218222,-19.094332338751794,316.4494337872793,u,-21.119382338751794,418.0698153415042,g,10.559919335500718,2.0250500000000002,101.62038155422488
1237651800698716313,153.332265321638,-0.306506537016746,19.40692,17.49599,16.51843,16.11977,15.78219,GALAXY,0.1074287,-19.12887047112648,320.56239828351926,u,-21.03980047112648,423.50356280273394,g,10.52045218845059,1.9109300000000005,102.94116451921468
1237651800161648733,152.888062184961,-0.717351851760111,20.63557,18.36569,16.91942,16.37142,16.00854,GALAXY,0.2156218,-21.88537573195212,385.8107842422701,g,-23.33164573195212,507.5591767110461,r,10.968375092780846,1.4462699999999984,121.74839246877605
1237651800161583204,152.833111630142,-0.69592966178204,19.11356,19.28858,19.31146,18.98698,18.97678,QSO,1.890817,-27.87018048874589,308.90921147896944,z,-27.87018048874589,308.90921147896944,z,13.016595395498356,0.0,0.0
1237654669736804509,152.749730334777,-0.380359455724861,19.81452,18.75838,18.26941,18.05459,17.94396,STAR,0.0002157916,-5.014731207787495,354.9234105093687,u,-6.070871207787498,468.8988155743491,g,4.436431683114999,1.0561400000000027,113.97540506498041
1237654669736804534,152.771359528913,-0.386798823530297,19.60431,17.92882,16.97631,16.48675,16.20953,QSO,0.1530577,-19.78783111316636,307.87704726311614,u,-21.46332111316636,406.74460610253936,g,10.712398845266543,1.67549,98.86755883942322
1237648720682221863,153.347187411653,-0.544524241725246,24.1042,20.87798,18.9853,18.33378,17.87584,GALAXY,0.343175,-20.59887120817144,349.17266923520765,g,-22.49155120817144,459.3593537699853,r,10.508572483268578,1.8926800000000021,110.18668453477767
1237651800161583336,152.863809131692,-0.653207387691347,22.9773,20.99989,19.60855,18.96676,18.66232,GALAXY,0.06805212,-14.488480524886748,332.38078306515604,u,-16.465890524886746,439.11714720438925,g,8.821126609954698,1.9774099999999972,106.73636413923322
1237654669736804557,152.791088609584,-0.39943659261099,18.20037,17.04816,16.5686,16.28136,16.08236,GALAXY,0.04664793,-18.401404975004237,339.17804624139467,u,-19.553614975004237,448.0971934851101,g,9.838241990001691,1.1522100000000002,108.91914724371543
1237648720681959427,152.741658894885,-0.502814230851112,17.11601,15.1987,14.31369,13.89683,13.57762,GALAXY,0.04600343,-19.4542166090873,339.38703241154764,u,-21.371526609087297,448.3732907070868,g,10.63186264363492,1.917309999999997,108.98625829553919
1237648721219027185,153.323601223597,-0.0811633358878404,20.41415,18.5592,17.62087,17.17284,16.8524,GALAXY,0.09506433,-17.83174611931262,324.181867927339,u,-19.686696119312614,428.285341008231,g,9.980801647725048,1.8549499999999952,104.103473080892
1237648721219027188,153.323847723729,-0.127547577169387,20.36253,18.26233,17.27588,16.82442,16.45712,GALAXY,0.09273113,-17.82477433500864,324.8740611974696,u,-19.92497433500864,429.1998160608823,g,10.072339334003455,2.1001999999999974,104.32575486341273
1237654669736804646,152.831796301457,-0.395649086098857,19.40754,18.00507,17.37513,17.02763,16.78869,GALAXY,0.08690188,-18.62716755640223,326.61641913803663,u,-20.029637556402232,431.5016917626455,g,10.057558222560894,1.402470000000001,104.88527262460889
1237648721219092677,153.349175568983,-0.113108680539065,20.10329,18.23109,17.27929,16.88622,16.54864,GALAXY,0.09574398,-18.159422847746058,323.9807897461596,u,-20.03162284774606,428.0196912421093,g,10.113202739098424,1.872200000000003,104.03890149594969
1237648721219027074,153.307180519516,-0.089089747563839,19.61411,17.93013,17.18417,16.77535,16.51264,GALAXY,0.07031794,-17.927394718322848,331.6771463253246,u,-19.61137471832285,438.1875538776824,g,9.90728988732914,1.6839800000000018,106.51040755235778
1237648720681959653,152.81316386666,-0.52462908976368,20.40577,18.65307,17.45938,16.92115,16.5793,GALAXY,0.217119,-21.61569435790381,385.336191448823,g,-22.80938435790381,506.9348190275561,r,10.83801214316152,1.1936900000000001,121.5986275787331
1237648720682025049,152.889884355189,-0.56898257653621,20.28199,18.77076,17.74246,17.21976,16.83324,GALAXY,0.1852873,-21.09619641679628,395.6846580571647,g,-22.12449641679628,520.5488998321335,r,10.610925766718513,1.0283000000000015,124.86424177496883
1237651800161517665,152.724589992998,-0.705031336064613,18.40041,17.36982,17.2542,17.22044,17.26286,STAR,0.001070089,-9.90762192222888,354.6205244775823,u,-10.93821192222888,468.4986647323552,g,6.254594368891553,1.0305900000000001,113.87814025477292
1237654669736739035,152.652589375697,-0.354285139730971,22.19016,19.73202,18.12961,17.52955,17.10251,GALAXY,0.2745082,-21.146079777426003,367.98507847968335,g,-22.748489777426,484.1083015393702,r,10.708531910970402,1.6024099999999954,116.12322305968684
1237651800161517720,152.664163953361,-0.69796021368063,20.70466,18.50046,17.27859,16.80272,16.46446,GALAXY,0.194159,-21.484248410452803,392.7450197168049,g,-22.7061184104528,516.6816144248797,r,10.745812164181125,1.2218699999999956,123.93659470807484
1237651800698454139,152.72960910129,-0.305218046716247,19.17474,17.74807,17.0125,16.62717,16.30623,GALAXY,0.1079975,-19.373632410869117,320.39783483265984,u,-20.800302410869115,423.2861536239929,g,10.401852164347648,1.4266699999999979,102.88831879133306
1237651800161517740,152.713257108269,-0.645123845316791,17.1002,15.622,14.91498,14.516,14.195,GALAXY,0.04348949,-19.342771966939488,340.20467230580346,u,-20.82097196693949,449.45349665189246,g,10.401334386775796,1.478200000000001,109.24882434608901
1237651800161517722,152.664918088896,-0.72867270212376,18.96873,17.34122,16.56882,16.11057,15.80418,GALAXY,0.0673152,-18.47190917149412,332.610272954044,u,-20.09941917149412,439.4203324378778,g,10.124774068597649,1.627510000000001,106.81005948383381
1237654669736738947,152.621918511005,-0.332695440487427,18.92113,17.99545,17.68083,17.36198,17.27217,GALAXY,0.06901301,-18.57704979819508,332.08202021788304,u,-19.50272979819508,438.7224436117948,g,9.792747119278031,0.9256799999999998,106.64042339391176
1237654669736739045,152.661997172577,-0.340841647267731,21.06798,18.94592,17.50374,16.97065,16.64837,GALAXY,0.2160878,-21.310665894791427,385.6629430868396,g,-22.752845894791427,507.3646820566738,r,10.743701557916571,1.4421800000000005,121.7017389698342
1237651800161583237,152.730233357022,-0.728875641562156,20.27912,19.30055,18.68184,18.31104,18.0988,GALAXY,0.2127251,-20.91596551127762,386.7323270541691,g,-21.53467551127762,508.7715262098558,r,10.444898204511048,0.6187100000000001,122.03919915568667
1237651800161517702,152.617005544724,-0.725894652344573,21.11387,18.84789,17.57184,16.99974,16.60633,GALAXY,0.1845148,-21.00857848829009,395.94271004465287,g,-22.28462848829009,520.8883840033067,r,10.583413795316035,1.276049999999998,124.9456739586538
1237648721218765006,152.716994596474,-0.13428038179901,17.95627,16.46152,15.72164,15.30538,15.0177,GALAXY,0.06864782,-19.529646768965367,332.1955029113333,u,-21.024396768965367,438.8723686349728,g,10.489365907586148,1.4947499999999998,106.67686572363954
1237654669736738929,152.592225827758,-0.376313533358756,20.38894,18.18807,17.27419,16.70772,16.309,GALAXY,0.06949116,-17.1252037998085,331.933552400751,u,-19.3260737998085,438.5262988054992,g,9.8282239199234,2.200870000000002,106.5927464047482
1237648721218765142,152.67494753381,-0.127761597844867,19.04204,17.87724,17.45017,17.21807,17.22886,GALAXY,0.05841528,-18.07248281574488,335.4071003207739,u,-19.23728281574488,443.1152959167408,g,9.672498726297952,1.1647999999999996,107.70819559596691
1237648720681893894,152.62679458757,-0.615137399065177,18.97266,17.84796,17.42264,17.26585,17.20143,STAR,0.0003615868,-6.977797870214264,354.87168308370315,u,-8.102497870214265,468.8304770880473,g,5.215339948085706,1.1247000000000007,113.95879400434416
1237651800698388675,152.706610478341,-0.260088715368413,20.14505,18.51995,17.67271,17.26855,17.001,GALAXY,0.1158925,-18.571948447691792,318.13100276236287,u,-20.19704844769179,420.29138111422026,g,10.170218579076716,1.6250999999999998,102.16037835185739
1237651800698388610,152.634302798428,-0.308687565116057,19.13512,18.00156,17.62261,17.36539,17.25969,GALAXY,0.06913372,-18.3670997650402,332.0445266659441,u,-19.5006597650402,438.6729098769797,g,9.78213830601608,1.1335599999999992,106.62838321103561
1237648721218764937,152.640765334346,-0.186118833599337,19.83132,18.5123,17.64471,17.18414,16.83126,GALAXY,0.1481426,-19.480668965072628,309.19504249733444,u,-20.79968896507263,408.4858448767601,g,10.456497186029052,1.3190200000000019,99.29080237942566
1237651800161517726,152.680950963486,-0.637780679970523,18.62369,17.68227,17.33085,17.15364,16.95507,GALAXY,0.02110603,-16.202306957023655,347.66223053251383,u,-17.143726957023656,459.3058763936591,g,8.842757182809462,0.9414200000000008,111.64364586114527
1237654669736738990,152.68147620399,-0.38171440278453,20.31756,18.68117,17.45396,16.92315,16.55907,GALAXY,0.215534,-21.568854497045983,385.83865198340817,g,-22.796064497045982,507.5958385368077,r,10.837216998818397,1.2272099999999995,121.75718655339955
1237651800698323002,152.430683701142,-0.294060698481821,19.06273,17.4105,16.6059,16.19351,15.86909,GALAXY,0.06908726,-18.437935612796085,332.0589565345676,u,-20.090165612796085,438.6919735625696,g,10.120927845118434,1.6522299999999994,106.63301702800203
1237648720681828464,152.463777580374,-0.546612047818867,19.46915,17.81072,16.94545,16.48927,16.14033,GALAXY,0.09416925,-18.754428081946276,324.4470633770781,u,-20.412858081946272,428.6356978136609,g,10.27303763277851,1.6584299999999956,104.18863443658279
1237648720681828530,152.58499763327,-0.481786072071185,19.58265,17.64111,16.67978,16.24869,15.9169,GALAXY,0.09505673,-18.66305744156135,324.18411784017803,u,-20.60459744156135,428.28831342829153,g,10.344752576624542,1.9415399999999998,104.1041955881135
1237648720681828566,152.533094111302,-0.597765216856675,21.56173,19.21502,17.86558,17.34159,16.96476,GALAXY,0.2152438,-21.03156032062763,385.93079018382974,g,-22.381000320627628,507.7170523313922,r,10.594737728251054,1.3494399999999978,121.78626214756247
1237651800161517584,152.590221497086,-0.637767059801141,19.98489,18.89739,18.2477,17.85577,17.7245,GALAXY,0.2152857,-21.349687852993256,385.9174842590512,g,-21.99937785299326,507.6995475220354,r,10.614011141197304,0.6496900000000032,121.7820632629842
1237654669736673375,152.442150536149,-0.389306215688693,20.48727,18.5488,17.29619,16.77229,16.3607,GALAXY,0.1820915,-21.27451383697155,396.7543967620104,g,-22.52712383697155,521.9562106655872,r,10.704105534788622,1.2526100000000007,125.20181390357675
1237651800161452115,152.573456454222,-0.695259470265985,19.93192,17.97529,16.98235,16.4685,16.14753,GALAXY,0.06609915,-17.466657356219873,332.98966611126184,u,-19.423287356219877,439.9215588906529,g,9.89098374248795,1.956630000000004,106.93189277939103
1237651800698323041,152.462668064387,-0.312482612322779,20.59142,18.41214,17.09217,16.60236,16.21537,GALAXY,0.185742,-21.46097160105367,395.53292368828966,g,-22.780941601053676,520.3492834022916,r,10.76816784042147,1.319970000000005,124.81635971400192
1237651800698322965,152.513108851953,-0.225576655220811,18.96755,18.62225,18.58717,18.57833,18.45325,QSO,0.730498,-25.080390661834144,356.5447634149245,r,-25.089230661834144,432.2455154527772,i,11.94234026473366,0.008839999999999293,75.70075203785274
1237648721218699441,152.505930978519,-0.19791262720974,18.99524,17.87855,17.19045,16.82093,16.56422,GALAXY,0.1512586,-20.36783481628253,308.35817426249844,u,-21.484524816282534,407.38023585665286,g,10.681278726513014,1.116690000000002,99.02206159415442
1237654669736673344,152.42615451297,-0.367684517935387,18.15884,16.6406,15.88658,15.4655,15.15492,GALAXY,0.06678215,-19.263450681852245,332.77647174730095,u,-20.781690681852247,439.63990211122297,g,10.3964010727409,1.5182400000000023,106.86343036392202
1237648721218699463,152.545240735339,-0.110218208993302,20.11818,18.38191,17.441,17.06574,16.75258,GALAXY,0.1365456,-18.99475287280448,312.34998402175853,u,-20.73102287280448,412.6539225526895,g,10.396420349121792,1.736270000000001,100.30393853093096
1237651800698323064,152.498933381748,-0.216252327921299,20.08677,18.3911,17.37516,16.8773,16.41781,GALAXY,0.09610837,-18.184913525911085,323.8730856511934,u,-19.880583525911085,427.87740048002735,g,10.108822210364435,1.6956699999999998,104.00431482883397
1237648721218699400,152.463010730857,-0.121920000876416,18.70498,17.23423,16.5517,16.18321,15.91227,GALAXY,0.06256203,-18.56695562107785,334.09814201623595,u,-20.03770562107785,441.385996072154,g,10.073863048431145,1.4707500000000024,107.28785405591805
1237651800698323091,152.546953156187,-0.252927693764099,18.82236,17.00702,16.09605,15.59346,15.19476,GALAXY,0.06916508,-18.680908244295008,332.03478736885046,u,-20.496248244295007,438.66004303096014,g,10.316215297718005,1.815339999999999,106.62525566210968
1237648720145023109,152.5965188494,-0.964485841278175,19.43667,18.16435,17.67048,17.37646,17.21355,GALAXY,0.08741361,-18.61180909898544,326.4627155071197,u,-19.88412909898544,431.29862978264543,g,9.962470839594175,1.2723200000000006,104.83591427552574
1237648720145023117,152.607806934933,-1.04807548005466,20.72168,18.75411,17.73681,17.32459,16.92968,GALAXY,0.1160059,-17.99766283904558,318.09867671846536,u,-19.96523283904558,420.2486743125641,g,10.102387535618233,1.9675699999999985,102.14999759409875
1237648720144957682,152.524569568419,-0.999788844671912,20.55978,18.26541,16.9529,16.44102,16.09347,GALAXY,0.186459,-21.61738042610756,395.2938955328419,g,-22.92989042610756,520.034826319325,r,10.820109770443024,1.3125099999999996,124.74093078648315
1237648720144957634,152.565598169568,-1.01056159121211,19.57789,19.38586,18.73525,18.23985,18.11168,QSO,0.2277851,-21.005988352109533,381.9886721218559,g,-21.656598352109533,502.530939657111,r,10.564696940843817,0.6506100000000004,120.54226753525506
1237654668662931538,152.492521154905,-1.18170636295769,18.31636,17.17341,16.67629,16.37533,16.1842,GALAXY,0.03176129,-17.4196368122275,344.07183467796125,u,-18.562586812227497,454.5625083491939,g,9.448351524891,1.142949999999999,110.49067367123263
1237654668662997006,152.579712192117,-1.22021681939888,20.86569,18.92015,17.61667,17.13788,16.74941,GALAXY,0.1944736,-21.06864604330153,392.641578683698,g,-22.37212604330153,516.5455310188521,r,10.624334417320616,1.3034800000000004,123.90395233515409
1237648720145023154,152.671225386775,-1.02122216896134,18.74185,16.96698,16.16144,15.76888,15.45503,GALAXY,0.04428656,-17.74221817726187,339.94500513345685,u,-19.51708817726187,449.1104434016655,g,9.878092870904746,1.77487,109.16543826820867
1237651799624581279,152.534539784934,-1.10163747796247,20.27132,18.01642,16.7905,16.27811,15.91612,GALAXY,0.1603142,-19.23502799391574,305.9516120719716,u,-22.715847993915737,531.7525201363562,r,10.752741597566295,3.480819999999998,225.8009080643846
1237651799624581237,152.443375070192,-1.13783090506243,20.13153,19.06322,18.72238,18.63262,18.63717,STAR,7.50634e-06,2.5957625435436107,354.9973352693024,u,1.5274525435436104,468.9964795529656,g,1.331353382582556,1.0683100000000003,113.99914428366316
1237651799624581248,152.464375152491,-1.10725716889784,20.16109,18.16085,17.12279,16.67384,16.305,GALAXY,0.1163356,-18.565057040610327,318.0047290438467,u,-20.56529704061033,420.1245575255326,g,10.348573216244134,2.0002400000000016,102.11982848168594
1237651799624646953,152.658950271959,-1.09754563889953,18.96353,17.74202,17.19151,16.89665,16.74895,GALAXY,0.06229344,-18.29851406688818,334.1826153044869,u,-19.52002406688818,441.4975959938151,g,9.833404826755274,1.2215099999999985,107.3149806893282
1237654669199867984,152.63935033678,-0.790144860617466,18.39001,18.20843,18.00834,17.68237,17.64731,QSO,1.669927,-28.75728436633562,334.46607341698854,z,-28.75728436633562,334.46607341698854,z,13.29892094653425,0.0,0.0
1237648720144957619,152.532214284558,-0.882319052078634,19.49619,18.33211,17.78413,17.4354,17.27308,GALAXY,0.06662225,-17.920569670874684,332.8263590976093,u,-19.084649670874683,439.7058096247289,g,9.673031068349877,1.1640799999999984,106.87945052711956
1237648720144957638,152.565238245692,-0.945146831012928,20.88136,18.58619,17.44107,16.91966,16.58014,GALAXY,0.1600967,-18.62163285466991,306.00897321749125,u,-22.061922854669916,531.8522154230764,r,10.500523541867963,3.4402900000000045,225.8432422055851
1237654669199868106,152.659247977064,-0.756331127867329,20.89438,18.79084,17.53494,17.03147,16.68958,GALAXY,0.1866558,-21.094601275537496,395.2283383269184,g,-22.350501275537496,519.9485815516175,r,10.610879710214997,1.2559000000000005,124.72024322469912
1237654669199868495,152.629545424866,-0.830210015913546,26.1046,20.71854,18.88612,18.1708,17.74635,GALAXY,0.433122,-21.40453703114441,327.2575537881632,g,-23.236957031144414,430.5285942159844,r,10.651118012457763,1.8324200000000026,103.27104042782122
1237651799624581271,152.526879477321,-1.0619196733927,18.18122,16.76847,16.04555,15.62422,15.38125,GALAXY,0.06605411,-19.215785468118792,333.00373467909617,u,-20.62853546811879,439.9401452521017,g,10.330745387247516,1.412749999999999,106.9364105730055
1237651800161386669,152.348958774959,-0.71363371200219,21.96931,19.23131,17.85496,17.19927,16.78599,STAR,0.000123401,-1.6461613379270157,354.9561980502044,u,-4.384161337927015,468.9421320719602,g,3.934921335170806,2.7379999999999995,113.98593402175578
1237651800698257721,152.385986083966,-0.29563611736529,19.33036,17.53119,16.70961,16.34641,16.06455,GALAXY,0.06679418,-18.092346298574142,332.7727191012609,u,-19.891516298574142,439.6349443901166,g,10.022512919429658,1.7991700000000002,106.86222528885565
1237648721218633997,152.40891873447,-0.159743399743281,19.27068,18.5268,18.12876,17.75474,17.72392,GALAXY,0.1375496,-19.860078366384656,312.0743042764904,u,-20.603958366384653,412.2897146638705,g,10.271911346553862,0.7438799999999972,100.21541038738008
1237651800698257684,152.341525242042,-0.294252535859782,20.08764,18.09389,17.16459,16.74961,16.40061,GALAXY,0.06926389,-17.418928893712142,332.0041042440889,u,-19.412678893712144,438.61950673374,g,9.854920357484858,1.9937500000000021,106.6154024896511
1237648720681763002,152.425227920038,-0.513039145552591,19.07941,17.90385,17.39947,17.08961,16.86317,GALAXY,0.04580676,-17.481105092773756,339.45085610270866,u,-18.65666509277376,448.4576098934377,g,9.4893652371095,1.1755600000000044,109.00675379072902
1237654669736608107,152.376901140932,-0.333875017065138,17.96921,16.08153,15.2725,14.87883,14.53973,GALAXY,0.04566274,-18.584168001990367,339.49760895181174,u,-20.471848001990367,448.5193763335203,g,10.254007200796147,1.8876799999999996,109.02176738170857
1237648721218633849,152.354824176563,-0.129743707300528,19.49632,17.59388,16.67482,16.25166,15.95042,GALAXY,0.09504843,-18.749181369619112,324.1865750175086,u,-20.651621369619114,428.2915596710184,g,10.352832547847644,1.9024400000000021,104.1049846535098
1237651800162500880,154.951693364683,-0.665186294400682,20.56374,18.48815,17.47472,17.02038,16.62714,GALAXY,0.09335186,-17.639284615280676,324.6896200460115,u,-19.714874615280674,428.956145919942,g,9.999279446112272,2.0755899999999983,104.2665258739305
1237648720682877095,154.954601409792,-0.609361928234433,19.8629,18.30891,17.41354,16.92447,16.63311,GALAXY,0.1759763,-21.42896375448013,398.8175612042521,g,-22.32433375448013,524.6704376610311,r,10.695715101792054,0.8953699999999998,125.85287645677897
1237651800162500873,154.946301884047,-0.649522968257604,20.45096,18.37038,17.36491,16.92322,16.55707,GALAXY,0.09051174,-17.679326293348343,325.5352390795903,u,-19.75990629334834,430.0733158544447,g,10.010791317339338,2.0805799999999977,104.53807677485435
1237648721219748093,154.982999531702,-0.20143159709187,19.10244,17.63602,16.90735,16.52213,16.25722,GALAXY,0.06346736,-18.20254299090137,333.8137241936603,u,-19.66896299090137,441.010244075568,g,9.939980396360548,1.4664199999999994,107.1965198819077
1237648721219748023,154.864283732507,-0.0345391738197167,18.37732,16.88301,16.28039,15.94014,15.78495,GALAXY,0.04713511,-18.248026229585157,339.0202435290323,u,-19.74233622958516,447.88871609891874,g,9.92087369183406,1.4943100000000022,108.86847256988642
1237654669737787507,154.985480320517,-0.382669733527612,19.31829,18.1651,17.78206,17.48684,17.59415,GALAXY,0.03332726,-16.525507478119128,343.55040628658145,u,-17.67869747811913,453.8736353476245,g,9.04180379124765,1.1531900000000022,110.32322906104304
1237651799625302189,154.170195367285,-1.15016479363325,16.44734,16.29016,16.41673,16.41063,16.46578,STAR,1.268413e-05,-2.2276009625901487,354.99549719096416,u,-2.384780962590149,468.9940512184851,g,2.8395251850360594,0.15718000000000032,113.99855402752092
1237648720145678479,154.203008603035,-0.850373924609449,18.75807,16.5903,15.58244,15.13536,14.77549,GALAXY,0.09844736,-19.570456616387187,323.1834432193455,u,-21.738226616387188,426.9662954080931,g,10.796077846554876,2.167770000000001,103.7828521887476
1237651799625367956,154.333628514842,-1.1488734701117,19.47789,17.99997,17.35261,16.99511,16.7375,GALAXY,0.06119741,-17.74336611543662,334.5277670815273,u,-19.221286115436616,441.9535852429192,g,9.735456046174647,1.4779199999999975,107.42581816139187
1237648720145678666,154.225115578951,-0.932711735985569,20.49613,18.77462,17.95774,17.58879,17.24585,GALAXY,0.06337297,-16.80542838578942,333.8433550741844,u,-18.52693838578942,441.0493902247675,g,9.48757295431577,1.721510000000002,107.20603515058309
1237654668663718072,154.338661800964,-1.2469237493901,19.39116,17.713,16.79862,16.30975,15.96841,GALAXY,0.09406175,-18.829724443031985,324.4789428019031,u,-20.507884443031983,428.67781457490855,g,10.325878577212794,1.6781599999999983,104.19887177300546
1237651799625302338,154.216633623561,-1.07076240401583,20.22545,18.39539,17.46563,17.0267,16.6993,GALAXY,0.0937924,-17.98867274892761,324.558846815904,u,-19.81873274892761,428.7833779060817,g,10.032651499571044,1.8300599999999996,104.22453109017766
1237651799625302313,154.177835750109,-1.09577117381838,19.7978,17.99933,17.1373,16.70828,16.40295,GALAXY,0.04486018,-16.71540594823642,339.7583780061367,u,-18.513875948236414,448.8638853095158,g,9.493629579294568,1.7984699999999947,109.10550730337911
1237654669200588991,154.218847846947,-0.775021737184152,19.13924,17.66787,16.89094,16.47126,16.21177,GALAXY,0.06973302,-18.38293937543069,331.8585042836202,u,-19.85430937543069,438.4271507296279,g,10.03038535017228,1.4713700000000003,106.56864644600768
1237654669200654523,154.355857035589,-0.774238691651129,20.48251,18.33383,17.33649,16.90843,16.55085,GALAXY,0.09531606,-17.769627684702773,324.1073631295062,u,-19.91830768470277,428.18691072602365,g,10.06388627388111,2.148679999999999,104.07954759651744
1237648720145809598,154.401544625377,-0.865262349691925,19.92649,17.89698,16.98085,16.5632,16.23158,GALAXY,0.07114973,-17.642237192238078,331.4195859434143,u,-19.67174719223808,437.8472839646797,g,9.951562876895231,2.029510000000002,106.42769802126543
1237648720145744013,154.238747303675,-0.875387320952482,19.79939,18.09835,17.20561,16.77778,16.46642,GALAXY,0.07109754,-17.767637977709928,331.4357346017245,u,-19.468677977709927,437.86861838932055,g,9.891007191083972,1.701039999999999,106.43288378759604
1237648720145744042,154.264510738478,-0.919029781575142,20.41496,19.7839,19.03779,18.67953,18.32971,QSO,0.2685684,-21.03655400111848,369.70808984363794,g,-21.78266400111848,486.3750350394981,r,10.560510400447392,0.7461100000000016,116.66694519586014
1237648720145744019,154.257929755323,-0.859486000637493,19.54725,17.615,16.74058,16.31318,15.99654,GALAXY,0.06264437,-17.7277099552645,334.07225410698777,u,-19.6599599552645,441.3517948624712,g,9.9449799821058,1.9322499999999998,107.27954075548342
1237648720145678659,154.210152751959,-0.878742507743369,19.89178,17.8844,16.99417,16.53408,16.13547,GALAXY,0.06171828,-17.348945543290366,334.36365059100234,u,-19.356325543290367,441.7367665554369,g,9.833098217316149,2.0073800000000013,107.37311596443453
1237648720145744034,154.259207726286,-0.890925964743969,19.06676,17.54873,16.74475,16.34482,16.03828,GALAXY,0.06348848,-18.23898859450084,333.80709492969777,u,-19.75701859450084,441.0014859775444,g,9.994832237800338,1.5180299999999995,107.19439104784664
1237651799625302334,154.193379858404,-1.06088241205174,19.41573,17.42577,16.4867,16.01568,15.66899,GALAXY,0.06366258,-17.896320576241113,333.75245747575326,u,-19.886280576241116,440.9293029750093,g,10.055790630496446,1.9899600000000035,107.17684549925605
1237654669737656490,154.779699049402,-0.330302460616955,19.12635,18.83399,18.61172,18.39942,18.33817,QSO,1.491316,-27.670432469823528,358.4450948815806,z,-27.670432469823528,358.4450948815806,z,12.870668987929417,0.0,0.0
1237654669737656587,154.777105787521,-0.356503859021534,18.27263,17.58189,16.94904,16.46531,16.2687,QSO,0.1037654,-20.18062669996194,321.6263166067717,u,-20.87136669996194,424.90913377063646,g,10.470297079984777,0.6907399999999981,103.28281716386476
1237648720682811680,154.716320953184,-0.518469634013497,23.30466,21.55057,19.77635,18.74458,17.96469,STAR,7.104503e-05,0.8882272260961415,354.9747808060484,u,-0.8658627739038565,468.96668224799066,g,2.7913051095615438,1.754089999999998,113.99190144194228
1237651800162369705,154.643023533606,-0.649185016283616,20.85374,18.79611,17.90907,17.39911,16.98424,GALAXY,0.1701577,-20.85798000410457,400.8006784042868,g,-21.745020004104568,527.2793573037206,r,10.438254401641828,0.8870399999999989,126.47867889943382
1237654669737656559,154.739310425612,-0.398861064517234,19.2428,17.61628,16.78211,16.31442,16.01008,GALAXY,0.09296343,-18.95039884761144,324.8050120030091,u,-20.57691884761144,429.1085933222853,g,10.332024339044578,1.6265200000000029,104.30358131927619
1237648720682746232,154.657110965493,-0.422017815691378,19.14643,18.18872,17.72429,17.86667,17.7198,GALAXY,0.01811487,-15.341340008394903,348.6836411690952,u,-16.299050008394904,460.6552893191708,g,8.475435203357964,0.9577100000000005,111.97164815007557
1237651800162435231,154.747146382023,-0.63680313875321,20.37916,18.42085,17.36159,16.90875,16.53687,GALAXY,0.1249549,-18.518892012155504,315.56820633431613,u,-20.4772020121555,416.9056021712515,g,10.3226432048622,1.9583099999999973,101.33739583693534
1237651800162435328,154.683045182313,-0.714046800962479,22.29611,20.74268,18.91254,18.24134,17.75228,GALAXY,0.340275,-20.711049794541857,349.9281863796609,g,-22.541189794541857,460.3532857062916,r,10.677895917816745,1.83014,110.42509932663074
1237651800162500729,154.851903884937,-0.698770281503742,18.35533,17.14801,16.5569,16.18067,15.95667,GALAXY,0.09240983,-19.82379885099457,324.9696132814916,u,-21.031118850994574,429.3260524761114,g,10.46784514039783,1.2073200000000028,104.35643919461978
1237648721219616821,154.622479074877,-0.141871295671353,19.06688,18.69043,18.51842,18.41969,18.17964,QSO,2.137572,-29.11154226053167,284.6149825406397,z,-29.11154226053167,284.6149825406397,z,13.418468104212668,0.0,0.0
1237648721219616818,154.611917786821,-0.164199838241081,18.79575,18.57321,18.55136,18.35209,18.30321,QSO,1.812651,-28.39255020835989,317.4940652075213,z,-28.39255020835989,317.4940652075213,z,13.204254483343954,0.0,0.0
1237654669737722024,154.827912369182,-0.406791165737925,18.34431,16.73725,15.97874,15.52676,15.21841,GALAXY,0.04708967,-18.278847607479776,339.03495581233267,u,-19.885907607479776,447.9081528900958,g,10.036825442991912,1.6070600000000006,108.87319707776311
1237654669737656573,154.762266956583,-0.340865331748252,19.45935,18.98548,18.72105,18.54296,18.60334,QSO,1.475705,-27.368762209865757,360.7053344400888,z,-27.368762209865757,360.7053344400888,z,12.775866483946302,0.0,0.0
